job_title,num_postings,top_skills,top_skills_with_freq,skills_json
Practice Manager,24,"practice management, customer service, leadership, communication, time management, organizational skills, team leadership, communication skills, budgeting, coaching","practice management (2.64%), customer service (2.64%), leadership (2.44%), communication (2.24%), time management (1.42%), organizational skills (1.42%), team leadership (1.22%), communication skills (1.22%), budgeting (1.22%), coaching (1.22%)","[('practice management', 0.026422764227642278), ('customer service', 0.026422764227642278), ('leadership', 0.024390243902439025), ('communication', 0.022357723577235773), ('time management', 0.014227642276422764), ('organizational skills', 0.014227642276422764), ('team leadership', 0.012195121951219513), ('communication skills', 0.012195121951219513), ('budgeting', 0.012195121951219513), ('coaching', 0.012195121951219513)]"
Financial Accountant,23,"financial accounting, financial reporting, forecasting, accounting, communication skills, attention to detail, ca, excel, budgeting, cpa","financial accounting (2.51%), financial reporting (2.09%), forecasting (2.09%), accounting (1.88%), communication skills (1.88%), attention to detail (1.46%), ca (1.46%), excel (1.46%), budgeting (1.46%), cpa (1.26%)","[('financial accounting', 0.02510460251046025), ('financial reporting', 0.02092050209205021), ('forecasting', 0.02092050209205021), ('accounting', 0.01882845188284519), ('communication skills', 0.01882845188284519), ('attention to detail', 0.014644351464435146), ('ca', 0.014644351464435146), ('excel', 0.014644351464435146), ('budgeting', 0.014644351464435146), ('cpa', 0.012552301255230125)]"
Assistant Controller,22,"accounting, financial reporting, budgeting, cpa, financial analysis, communication, excel, accounts receivable, forecasting, attention to detail","accounting (3.45%), financial reporting (2.07%), budgeting (2.07%), cpa (2.07%), financial analysis (2.07%), communication (1.61%), excel (1.61%), accounts receivable (1.38%), forecasting (1.38%), attention to detail (1.38%)","[('accounting', 0.034482758620689655), ('financial reporting', 0.020689655172413793), ('budgeting', 0.020689655172413793), ('cpa', 0.020689655172413793), ('financial analysis', 0.020689655172413793), ('communication', 0.016091954022988506), ('excel', 0.016091954022988506), ('accounts receivable', 0.013793103448275862), ('forecasting', 0.013793103448275862), ('attention to detail', 0.013793103448275862)]"
Anesthésiste (Médecin Spécialiste),22,"anesthesiology, surgery, emergency medicine, pediatrics, radiology, internal medicine, military medicine, obstetrics and gynecology, epidemiology, research","anesthesiology (3.10%), surgery (2.95%), emergency medicine (2.66%), pediatrics (2.51%), radiology (2.51%), internal medicine (2.07%), military medicine (1.92%), obstetrics and gynecology (1.92%), epidemiology (1.77%), research (1.77%)","[('anesthesiology', 0.0310192023633678), ('surgery', 0.029542097488921712), ('emergency medicine', 0.026587887740029542), ('pediatrics', 0.025110782865583457), ('radiology', 0.025110782865583457), ('internal medicine', 0.0206794682422452), ('military medicine', 0.019202363367799114), ('obstetrics and gynecology', 0.019202363367799114), ('epidemiology', 0.01772525849335303), ('research', 0.01772525849335303)]"
Surveyor,22,"surveying, construction, communication, project management, attention to detail, time management, engineering, concrete, total station, 12d","surveying (5.18%), construction (2.07%), communication (2.07%), project management (1.55%), attention to detail (1.30%), time management (1.30%), engineering (1.04%), concrete (1.04%), total station (1.04%), 12d (1.04%)","[('surveying', 0.05181347150259067), ('construction', 0.02072538860103627), ('communication', 0.02072538860103627), ('project management', 0.015544041450777202), ('attention to detail', 0.012953367875647668), ('time management', 0.012953367875647668), ('engineering', 0.010362694300518135), ('concrete', 0.010362694300518135), ('total station', 0.010362694300518135), ('12d', 0.010362694300518135)]"
Cook (Part time),22,"vulnerable sector check, criminal background check, red seal certificate, canada's food guide to healthy eating, food preparation, food handler's certificate, provincial food premises regulation, therapeutic diets, second language proficiency, large quantity food preparation","vulnerable sector check (4.57%), criminal background check (4.09%), red seal certificate (4.09%), canada's food guide to healthy eating (3.85%), food preparation (3.61%), food handler's certificate (3.37%), provincial food premises regulation (3.37%), therapeutic diets (3.12%), second language proficiency (2.88%), large quantity food preparation (2.88%)","[('vulnerable sector check', 0.04567307692307692), ('criminal background check', 0.040865384615384616), ('red seal certificate', 0.040865384615384616), (""canada's food guide to healthy eating"", 0.038461538461538464), ('food preparation', 0.036057692307692304), (""food handler's certificate"", 0.03365384615384615), ('provincial food premises regulation', 0.03365384615384615), ('therapeutic diets', 0.03125), ('second language proficiency', 0.028846153846153848), ('large quantity food preparation', 0.028846153846153848)]"
Chirurgien / Chirurgienne orthopédique (Médecin Spécialiste),22,"radiology, emergency medicine, orthopedic surgery, internal medicine, pediatrics, plastic surgery, thoracic surgery, obstetrics and gynecology, anesthesiology, leadership","radiology (3.22%), emergency medicine (3.07%), orthopedic surgery (2.91%), internal medicine (2.91%), pediatrics (2.91%), plastic surgery (2.76%), thoracic surgery (2.76%), obstetrics and gynecology (2.45%), anesthesiology (2.45%), leadership (2.30%)","[('radiology', 0.032208588957055216), ('emergency medicine', 0.03067484662576687), ('orthopedic surgery', 0.029141104294478526), ('internal medicine', 0.029141104294478526), ('pediatrics', 0.029141104294478526), ('plastic surgery', 0.027607361963190184), ('thoracic surgery', 0.027607361963190184), ('obstetrics and gynecology', 0.024539877300613498), ('anesthesiology', 0.024539877300613498), ('leadership', 0.023006134969325152)]"
Construction Project Manager,22,"project management, communication, scheduling, construction management, construction project management, risk management, construction, leadership, project coordination, quality assurance","project management (2.68%), communication (1.79%), scheduling (1.61%), construction management (1.43%), construction project management (1.25%), risk management (1.07%), construction (1.07%), leadership (1.07%), project coordination (1.07%), quality assurance (0.89%)","[('project management', 0.026785714285714284), ('communication', 0.017857142857142856), ('scheduling', 0.01607142857142857), ('construction management', 0.014285714285714285), ('construction project management', 0.0125), ('risk management', 0.010714285714285714), ('construction', 0.010714285714285714), ('leadership', 0.010714285714285714), ('project coordination', 0.010714285714285714), ('quality assurance', 0.008928571428571428)]"
Biomedical Electronics Technologist,22,"biomedical engineering, technical administration, medical laboratory equipment, diagnostic imaging equipment, service tech courses, canadian standards association, operating room monitors, emergency room monitors, medical devices, intensive care unit monitors","biomedical engineering (4.18%), technical administration (3.97%), medical laboratory equipment (3.34%), diagnostic imaging equipment (3.34%), service tech courses (3.13%), canadian standards association (3.13%), operating room monitors (2.92%), emergency room monitors (2.92%), medical devices (2.71%), intensive care unit monitors (2.71%)","[('biomedical engineering', 0.04175365344467641), ('technical administration', 0.03966597077244259), ('medical laboratory equipment', 0.033402922755741124), ('diagnostic imaging equipment', 0.033402922755741124), ('service tech courses', 0.031315240083507306), ('canadian standards association', 0.031315240083507306), ('operating room monitors', 0.029227557411273485), ('emergency room monitors', 0.029227557411273485), ('medical devices', 0.027139874739039668), ('intensive care unit monitors', 0.027139874739039668)]"
Financial Services Administrator,22,"business planning, nonpublic funds administration, civilian personnel management, budget management, cashier, compliance and verification, aviation petroleum oil and lubrication financial administration, verification manager, accounting, financial administration","business planning (3.94%), nonpublic funds administration (3.58%), civilian personnel management (3.58%), budget management (3.22%), cashier (3.22%), compliance and verification (3.22%), aviation petroleum oil and lubrication financial administration (3.04%), verification manager (3.04%), accounting (2.68%), financial administration (2.50%)","[('business planning', 0.03935599284436494), ('nonpublic funds administration', 0.03577817531305903), ('civilian personnel management', 0.03577817531305903), ('budget management', 0.03220035778175313), ('cashier', 0.03220035778175313), ('compliance and verification', 0.03220035778175313), ('aviation petroleum oil and lubrication financial administration', 0.03041144901610018), ('verification manager', 0.03041144901610018), ('accounting', 0.026833631484794274), ('financial administration', 0.025044722719141325)]"
